"Looping Opportunities  ·  yieldz.io/leverage, 5 Sep 2026  ·  180 positive-carry loops",,,,,,,,,,,,,,
Asset,Protocol,Chain,Deposit,Borrow,Max Leverage,Max ROE,Deposit APY,Borrow APY,Risk,Liquidity ($),To-Target Util ($),Utilization (%),LLTV (%),Risk Note
USD,Aave V3,Mantle,syrupUSDT,USDC,10.01,15.9824,4.81,-3.57,Med-High,1770000,934430,78.85,90,score 4.5; syrupUSDT 6.0; USDC 9.0; Aave V3 8.5†; -1.5 leverage 10.01x; yieldz label: Low
USD,Aave V3,Monad,syrupUSDC,mUSD,10.01,14.2002,5.01,-3.99,Med-High,1310000,101940,78.31,90,score 4.2; syrupUSDC 7.1; mUSD 5.7; Aave V3 8.5†; -1.5 leverage 10.01x; yieldz label: Low
USD,Aave V3,Monad,syrupUSDC,AUSD,10.01,13.9299,5.01,-4.02,Med-High,1260000,65210,78.91,90,score 5.0; syrupUSDC 7.1; AUSD 6.5; Aave V3 8.5†; -1.5 leverage 10.01x; yieldz label: Med.
USD,Aave V4 · Forex,Ethereum,USDC,EURC,10,29.74,6.25,-3.64,Med-High,170780,128340,59.66,90,score 5.7; USDC 9.0; EURC 8.2; Aave V4 · Forex 8.5†; -1.5 leverage 10x; -1 exit liquidity <1M; yieldz label: Med.
USD,Aave V4 · Forex,Ethereum,USDC,USDT,10,26.77,6.25,-3.97,Med-Low,1470000,93030,91.45,90,score 6.5; USDC 9.0; USDT 8.0; Aave V4 · Forex 8.5†; -1.5 leverage 10x; yieldz label: Med.
USD,Aave V3,Monad,syrupUSDC,GHO,10,17.43,5.01,-3.63,Med-High,5690000,3150000,82.1,90,score 4.7; syrupUSDC 7.1; GHO 6.2; Aave V3 8.5†; -1.5 leverage 10x; yieldz label: Low
USD,Aave V3,Mantle,syrupUSDT,USDT0,10,12.46,4.81,-3.96,Med-High,18990000,3980000,87.35,90,score 4.5; syrupUSDT 6.0; USDT0 8.0; Aave V3 8.5†; -1.5 leverage 10x; yieldz label: Low
USD,Aave V3,Monad,sUSDe,AUSD,10,11.02,4.72,-4.02,Med-High,1260000,65210,78.91,90,score 5.0; sUSDe 6.6; AUSD 6.5; Aave V3 8.5†; -1.5 leverage 10x; yieldz label: Med.
USD,Aave V3,Plasma,syrupUSDT,USDT0,10,8.59,4.81,-4.39,High,37640000,2030000,94.31,90,score 3.5; syrupUSDT 6.0; USDT0 8.0; Aave V3 8.5†; -1.5 leverage 10x; -1 util 94%; yieldz label: Med.
USD,Venus Flux,BNB Chain,syrupUSDT,USDT,9.99,20.1829,4.81,-3.1,High,406940,273980,89.88,90,score 4.0; syrupUSDT 6.0; USDT 8.0; -1 leverage 9.99x; -1 exit liquidity <1M; yieldz label: Low
USD,Venus Flux,BNB Chain,syrupUSDT,USDT-U,9.99,19.3738,4.81,-3.19,High,3790000,293160,84.35,90,score 2.0; syrupUSDT 6.0; USDT-U unrated 3.0; -1 leverage 9.99x; yieldz label: Med.
USD,Aave V3,Monad,sUSDe,GHO,9.99,14.5191,4.72,-3.63,Med-High,5690000,3150000,82.1,90,score 5.2; sUSDe 6.6; GHO 6.2; Aave V3 8.5†; -1 leverage 9.99x; yieldz label: Low
USD,Aave V3,Plasma,syrupUSDT,GHO,9.98,20.2556,4.81,-3.09,Med-High,5390000,4070000,67.44,90,score 5.0; syrupUSDT 6.0; GHO 6.2; Aave V3 8.5†; -1 leverage 9.98x; yieldz label: Med.
USD,Aave V3,Monad,syrupUSDC,USDC,9.98,10.6674,5.01,-4.38,Med-Low,13790000,270140,91.84,90,score 6.1; syrupUSDC 7.1; USDC 9.0; Aave V3 8.5†; -1 leverage 9.98x; yieldz label: Low
USD,Aave V3,Monad,sUSDe,USDC,9.97,7.7698,4.72,-4.38,Med-High,13790000,270140,91.84,90,score 5.6; sUSDe 6.6; USDC 9.0; Aave V3 8.5†; -1 leverage 9.97x; yieldz label: Low
USD,Aave V3,Ethereum,syrupUSDT,GHO,9.96,11.3508,4.81,-4.08,Med-High,23950000,22600000,82.28,90,score 5.0; syrupUSDT 6.0; GHO 6.2; Aave V3 8.5†; -1 leverage 9.96x; yieldz label: Med.
USD,Aave V3,Ethereum,sUSDe,USDT,9.95,8.121,4.72,-4.34,Med-High,207370000,30270000,92.97,90,score 4.6; sUSDe 6.6; USDT 8.0; Aave V3 8.5†; -1 leverage 9.95x; -1 util 93%; yieldz label: Low
USD,Aave V3,Ethereum,sUSDe-USDe,USDT,9.95,8.121,4.72,-4.34,High,207370000,30270000,92.97,90,score 1.0; sUSDe-USDe unrated 3.0; USDT 8.0; Aave V3 8.5†; -1 leverage 9.95x; -1 util 93%; yieldz label: Low
USD,Fluid,Plasma,syrupUSDT,GHO,9.88,6.2308,4.81,-4.65,Med-High,1020000,1360000,8.79,90,score 5.0; syrupUSDT 6.0; GHO 6.2; Fluid 8.0†; -1 leverage 9.88x; yieldz label: Med.
USD,Aave V3,Ethereum,syrupUSDT,USDT,9.87,8.9789,4.81,-4.34,High,207370000,30270000,92.97,90,score 4.0; syrupUSDT 6.0; USDT 8.0; Aave V3 8.5†; -1 leverage 9.87x; -1 util 93%; yieldz label: Low
USD,Aave V3,Ethereum,PT-srUSDe-22OCT2026,USDC,9.25,13.3425,5.34,-4.37,Med-High,150050000,11990000,93.48,89.22,score 4.2; PT-srUSDe-22OCT2026→srUSDe 6.2; USDC 9.0; Aave V3 8.5†; -1 leverage 9.25x; -1 util 93%; yieldz label: Low
USD,Aave V3,Ethereum,PT-srUSDe-22OCT2026,USDT,9.2,13.54,5.34,-4.34,Med-High,207370000,30270000,92.97,89.22,score 4.2; PT-srUSDe-22OCT2026→srUSDe 6.2; USDT 8.0; Aave V3 8.5†; -1 leverage 9.2x; -1 util 93%; yieldz label: Low
USD,Fluid,Base,sUSDai,USDC,8.5,7.63,6.58,-6.44,High,605620,415280,86.76,88,score 3.5; sUSDai 5.5; USDC 9.0; Fluid 8.0†; -1 leverage 8.5x; -1 exit liquidity <1M; yieldz label: Low
USD,Fluid,Arbitrum,sUSDai,USDC-USDT,8.4,10.502,6.58,-6.05,High,2240000,6600000,83.67,88,score 2.0; sUSDai 5.5; USDC-USDT unrated 3.0; Fluid 8.0†; -1 leverage 8.4x; yieldz label: Low
USD,Fluid,Ethereum,sUSDai,GHO,8.4,8.8,6.58,-6.28,Med-High,5090000,3110000,39.79,88,score 4.5; sUSDai 5.5; GHO 6.2; Fluid 8.0†; -1 leverage 8.4x; yieldz label: Med.
USD,Fluid,Ethereum,sUSDai,USDC-USDT,8.35,10.549,6.58,-6.04,High,1750000,31410000,61.72,88,score 2.0; sUSDai 5.5; USDC-USDT unrated 3.0; Fluid 8.0†; -1 leverage 8.35x; yieldz label: Low
USD,Fluid,Plasma,sUSDai,GHO,8.34,24.93,6.58,-4.08,Med-High,1950000,1360000,85.58,88,score 4.5; sUSDai 5.5; GHO 6.2; Fluid 8.0†; -1 leverage 8.34x; yieldz label: Low
USD,Fluid,Base,syrupUSDC-USDC,USDC,8.34,21.3686,8.23,-6.44,High,101140,415280,25.68,88,score 1.0; syrupUSDC-USDC unrated 3.0; USDC 9.0; Fluid 8.0†; -1 leverage 8.34x; -1 exit liquidity <1M; yieldz label: Med.
USD,Aave V3,Plasma,PT-sUSDE-22OCT2026,GHO,8.33,22.0824,5.37,-3.09,Med-High,5390000,4070000,67.44,88.01,score 5.1; PT-sUSDE-22OCT2026→sUSDE 6.1; GHO 6.2; Aave V3 8.5†; -1 leverage 8.33x; yieldz label: Med.
USD,Aave V3,Plasma,PT-sUSDE-22OCT2026,USDT0,8.33,12.5534,5.37,-4.39,Med-High,37640000,2030000,94.31,88.01,score 4.1; PT-sUSDE-22OCT2026→sUSDE 6.1; USDT0 8.0; Aave V3 8.5†; -1 leverage 8.33x; -1 util 94%; yieldz label: Med.
USD,Euler,Monad,syzUSD,USDT0,7.72,16.9964,7.79,-6.42,High,613050,75590,90.87,87,score 1.0; syzUSD 3.0; USDT0 8.0; Euler 6.5†; -1 leverage 7.72x; -1 exit liquidity <1M; yieldz label: Med.
USD,Fluid,Ethereum,reUSD,GHO,7.68,16.2956,6.81,-5.39,High,135110,3110000,84.53,87,score 3.1; reUSD 5.1; GHO 6.2; Fluid 8.0†; -1 leverage 7.68x; -1 exit liquidity <1M; yieldz label: Low
USD,Fluid,Ethereum,reUSD,USDC,7.67,14.3471,6.81,-5.68,Med-High,2400000,23720000,86.38,87,score 4.1; reUSD 5.1; USDC 9.0; Fluid 8.0†; -1 leverage 7.67x; yieldz label: Med.
USD,Fluid,Ethereum,reUSD,GHO-USDC,7.66,16.4004,6.81,-5.37,High,5640000,26830000,45.9,87,score 2.0; reUSD 5.1; GHO-USDC unrated 3.0; Fluid 8.0†; -1 leverage 7.66x; yieldz label: Med.
USD,Fluid,Ethereum,reUSD,USDC-USDT,7.65,11.9305,6.81,-6.04,High,739520,31410000,86.09,87,score 1.0; reUSD 5.1; USDC-USDT unrated 3.0; Fluid 8.0†; -1 leverage 7.65x; -1 exit liquidity <1M; yieldz label: Low
USD,Fluid,Ethereum,reUSD-USDT,USDC-USDT,7.58,9.2994,6.47,-6.04,High,2380000,31410000,86.21,87,score 2.0; reUSD-USDT unrated 3.0; USDC-USDT unrated 3.0; Fluid 8.0†; -1 leverage 7.58x; yieldz label: Low
USD,Morpho,Ethereum,strUSD,USDC,7.15,37.6715,10.55,-6.14,High,1070000,43060,90.39,86,score 2.0; strUSD unrated 3.0; USDC 9.0; Morpho 6.5†; -1 leverage 7.15x; yieldz label: Med.
USD,Morpho,Katana,yvvbUSDC,vbUSDT,7.15,21.7165,6.28,-3.77,High,138880,7.77,90,86,score 1.0; yvvbUSDC unrated 3.0; vbUSDT unrated 3.0; Morpho 6.5†; -1 leverage 7.15x; -1 exit liquidity <1M; yieldz label: Med.
USD,Morpho,Katana,stcUSD,vbUSDC,7.15,21.428,5.93,-3.41,High,85810,4111.04,90.46,86,score 1.0; stcUSD 7.4; vbUSDC unrated 3.0; Morpho 6.5†; -1 leverage 7.15x; -1 exit liquidity <1M; yieldz label: Med.
USD,Morpho,Ethereum,PT-USD3-17DEC2026,USDC,7.14,54.1256,13.97,-7.43,High,1740000,91710,90.5,86,score 3.4; PT-USD3-17DEC2026→USD3 4.4; USDC 9.0; Morpho 6.5†; -1 leverage 7.14x; yieldz label: Med.
USD,Morpho,Ethereum,PT-strUSD-26NOV2026,USDC,7.14,46.451,11.76,-6.11,High,127320,9036.12,90.66,86,score 1.0; PT-strUSD-26NOV2026 unrated 3.0; USDC 9.0; Morpho 6.5†; -1 leverage 7.14x; -1 exit liquidity <1M; yieldz label: Med.
USD,Morpho,Ethereum,sUSDai,AUSD,7.14,25.8468,6.69,-3.57,High,78380,107490,95.78,86,score 2.5; sUSDai 5.5; AUSD 6.5; Morpho 6.5†; -1 leverage 7.14x; -1 util 96%; -1 exit liquidity <1M; yieldz label: Med.
USD,Morpho,Ethereum,PST,USDC,7.14,19.6132,8.07,-6.19,High,3290000,1270000,83.69,86,score 2.0; PST unrated 3.0; USDC 9.0; Morpho 6.5†; -1 leverage 7.14x; yieldz label: Low
USD,Morpho,Ethereum,PST,PYUSD,7.14,18.508,8.07,-6.37,High,2040000,153810,90.7,86,score 2.0; PST unrated 3.0; PYUSD 7.8; Morpho 6.5†; -1 leverage 7.14x; yieldz label: Med.
USD,Morpho,Ethereum,PST,AUSD,7.13,31.9157,8.07,-4.18,High,314340,53120,91.45,86,score 1.0; PST unrated 3.0; AUSD 6.5; Morpho 6.5†; -1 leverage 7.13x; -1 exit liquidity <1M; yieldz label: Med.
USD,Morpho,Ethereum,PRIME,AUSD,7.13,15.7945,5.68,-4.03,High,108780,155950,95.89,86,score 0.5; PRIME unrated 3.0; AUSD 6.5; Morpho 6.5†; -1 leverage 7.13x; -1 util 96%; -1 exit liquidity <1M; yieldz label: Med.
USD,Morpho,Ethereum,PRIME,PYUSD,7.13,10.4001,5.68,-4.91,High,21230000,1480000,89.25,86,score 2.0; PRIME unrated 3.0; PYUSD 7.8; Morpho 6.5†; -1 leverage 7.13x; yieldz label: Low
USD,Morpho,Ethereum,PRIME,USDC,7.12,10.4536,5.68,-4.9,High,96440,44840,81.31,86,score 1.0; PRIME unrated 3.0; USDC 9.0; Morpho 6.5†; -1 leverage 7.12x; -1 exit liquidity <1M; yieldz label: Med.
USD,Fluid,Ethereum,PST-USDC,USDC-USDT,6.67,31.9863,9.93,-6.04,High,1550000,31410000,79.94,85,score 2.0; PST-USDC unrated 3.0; USDC-USDT unrated 3.0; Fluid 8.0†; -1 leverage 6.67x; yieldz label: Low
USD,Aave V4 · Main,Ethereum,USDC,USDC,4.58,9.2214,6.25,-5.42,Med-Low,920320,0,93.45,78,score 6.0; USDC 9.0; USDC 9.0; Aave V4 · Main 8.5†; -0.5 leverage 4.58x; -1 util 93%; -1 exit liquidity <1M; yieldz label: Med.
USD,Aave V4 · Main,Ethereum,USDC,frxUSD,4.55,17.965,6.25,-2.95,Med-High,9760000,6830000,66.51,78,score 5.6; USDC 9.0; frxUSD 6.1; Aave V4 · Main 8.5†; -0.5 leverage 4.55x; yieldz label: Low
USD,Aave V4 · Main,Ethereum,USDC,USDG,4.55,16.4385,6.25,-3.38,Med-Low,5230000,5230000,76.08,78,score 6.9; USDC 9.0; USDG 7.4; Aave V4 · Main 8.5†; -0.5 leverage 4.55x; yieldz label: Low
USD,Aave V4 · Main,Ethereum,USDC,EURC,4.55,15.5155,6.25,-3.64,Med-Low,170780,128340,59.66,78,score 6.7; USDC 9.0; EURC 8.2; Aave V4 · Main 8.5†; -0.5 leverage 4.55x; -1 exit liquidity <1M; yieldz label: Med.
USD,Aave V4 · Main,Ethereum,USDC,GHO,4.55,14.6635,6.25,-3.88,Med-High,97550,20010,87.39,78,score 4.7; USDC 9.0; GHO 6.2; Aave V4 · Main 8.5†; -0.5 leverage 4.55x; -1 exit liquidity <1M; yieldz label: Med.
USD,Aave V4 · Main,Ethereum,USDC,USDT,4.55,14.344,6.25,-3.97,Med-Low,1470000,93030,91.45,78,score 7.5; USDC 9.0; USDT 8.0; Aave V4 · Main 8.5†; -0.5 leverage 4.55x; yieldz label: Med.
USD,Aave V4 · Main,Ethereum,USDT,frxUSD,4.5,4.39,3.27,-2.95,Med-High,9760000,6830000,66.51,78,score 5.6; USDT 8.0; frxUSD 6.1; Aave V4 · Main 8.5†; -0.5 leverage 4.5x; yieldz label: Low
USD,Morpho,MegaETH,wiTRY,USDm,4.35,114.1335,33.7,-9.69,High,60570,6667.49,88.76,77,score 1.5; wiTRY unrated 3.0; USDm 4.6; Morpho 6.5†; -0.5 leverage 4.35x; -1 exit liquidity <1M; yieldz label: Med.
USD,Aave V3,Ethereum,USDC,crvUSD,4.03,5.781,3.66,-2.96,Med-High,106880,69780,42.39,75,score 4.2; USDC 9.0; crvUSD 5.7; Aave V3 8.5†; -0.5 leverage 4.03x; -1 exit liquidity <1M; yieldz label: Med.
USD,Aave V3,Ethereum,USDT,crvUSD,4.03,5.6198,3.62,-2.96,Med-High,106880,69780,42.39,75,score 4.2; USDT 8.0; crvUSD 5.7; Aave V3 8.5†; -0.5 leverage 4.03x; -1 exit liquidity <1M; yieldz label: Med.
USD,Aave V3,Ethereum,USDC,USDG,4.03,4.7205,3.66,-3.31,Med-Low,8080000,4700000,52.14,75,score 6.9; USDC 9.0; USDG 7.4; Aave V3 8.5†; -0.5 leverage 4.03x; yieldz label: Low
USD,Aave V3,Plasma,USDT0,USDT0,4.02,8.9326,5.52,-4.39,Med-Low,37640000,2030000,94.31,75,score 6.5; USDT0 8.0; USDT0 8.0; Aave V3 8.5†; -0.5 leverage 4.02x; -1 util 94%; yieldz label: Med.
USD,Aave V3,Plasma,USDT0,GHO,4,12.81,5.52,-3.09,Med-High,5390000,4070000,67.44,94,score 5.7; USDT0 8.0; GHO 6.2; Aave V3 8.5†; -0.5 leverage 4x; yieldz label: Med.
USD,Aave V3,Ethereum,USDC,LUSD,4,8.4,3.66,-2.08,Med-Low,1280000,900440,32.99,75,score 7.0; USDC 9.0; LUSD 7.5; Aave V3 8.5†; -0.5 leverage 4x; yieldz label: Low
USD,Aave V3,Ethereum,USDT,LUSD,4,8.24,3.62,-2.08,Med-Low,1280000,900440,32.99,75,score 7.0; USDT 8.0; LUSD 7.5; Aave V3 8.5†; -0.5 leverage 4x; yieldz label: Low
USD,Aave V3,Plasma,USDT0,USDe,4,7.92,5.52,-4.72,Med-Low,264600000,204160000,34.33,94,score 6.3; USDT0 8.0; USDe 6.8; Aave V3 8.5†; -0.5 leverage 4x; yieldz label: Low
USD,Aave V3,Ethereum,USDT,USDG,4,4.55,3.62,-3.31,Med-Low,8080000,4700000,52.14,75,score 6.9; USDT 8.0; USDG 7.4; Aave V3 8.5†; -0.5 leverage 4x; yieldz label: Low
USD,Aave V3,Monad,USDT0,GHO,3.87,3.9396,3.71,-3.63,Med-High,5690000,3150000,82.1,75,score 5.7; USDT0 8.0; GHO 6.2; Aave V3 8.5†; -0.5 leverage 3.87x; yieldz label: Low
USD,Hyperlend,HyperEVM,USDC,USD₮0,2.65,6.9475,6.04,-5.49,Med-Low,4300000,2720000,45.47,62,score 8.0; USDC 9.0; USD₮0 8.0; yieldz label: Low
USD,Hyperlend,HyperEVM,USDH,USD₮0,2.63,23.0058,12.15,-5.49,High,4300000,2720000,45.47,62,score 4.0; USDH 4.0; USD₮0 8.0; yieldz label: Low
USD,Hyperlend,HyperEVM,USDH,USDC,2.63,19.485,12.15,-7.65,High,12620000,2510000,87.52,62,score 4.0; USDH 4.0; USDC 9.0; yieldz label: Low
USD,Aave V3,Ethereum,syrupUSDT,USDe,1.07,4.8205,4.81,-4.66,Med-High,342680000,278310000,46.76,94,score 6.0; syrupUSDT 6.0; USDe 6.8; Aave V3 8.5†; yieldz label: Low
USD,Aave V3,Ethereum,syrupUSDT,LUSD,1.05,4.9465,4.81,-2.08,Med-High,1280000,900440,32.99,5,score 6.0; syrupUSDT 6.0; LUSD 7.5; Aave V3 8.5†; yieldz label: Low
USD,Aave V3,Ethereum,syrupUSDT,crvUSD,1.05,4.9025,4.81,-2.96,Med-High,106880,69780,42.39,5,score 4.7; syrupUSDT 6.0; crvUSD 5.7; Aave V3 8.5†; -1 exit liquidity <1M; yieldz label: Med.
USD,Aave V3,Ethereum,syrupUSDT,USDG,1.05,4.885,4.81,-3.31,Med-High,8080000,4700000,52.14,5,score 6.0; syrupUSDT 6.0; USDG 7.4; Aave V3 8.5†; yieldz label: Low
USD,Aave V3,Ethereum,syrupUSDT,EURC,1.05,4.8535,4.81,-3.94,Med-High,17540000,12760000,63.3,75,score 6.0; syrupUSDT 6.0; EURC 8.2; Aave V3 8.5†; yieldz label: Low
USD,Aave V3,Ethereum,syrupUSDT,USDC,1.05,4.832,4.81,-4.37,Med-High,150050000,11990000,93.48,5,score 5.0; syrupUSDT 6.0; USDC 9.0; Aave V3 8.5†; -1 util 93%; yieldz label: Low
USD,Aave V3,Ethereum,syrupUSDT,RLUSD,1.03,4.819,4.81,-4.51,Med-High,1810000,877150,61.18,5,score 6.0; syrupUSDT 6.0; RLUSD 8.1; Aave V3 8.5†; yieldz label: Low
USD,Aave V3,Ethereum,syrupUSDT,DAI,1,4.81,4.81,-4.76,Med-High,18990000,8440000,85.6,5,score 6.0; syrupUSDT 6.0; DAI 8.0; Aave V3 8.5†; yieldz label: Low
